Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
AVID,Technology,Computer Software: Prepackaged Software,217.34,NASDAQ,0,,,,,,,,,,,,,
AVGR,Health Care,Medical/Dental Instruments,47.89,NASDAQ,0,,,,,,,,,,,,,
AVIR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),24.35,NASDAQ,0,,,,,,,,,,,,,
CAR,Consumer Services,Rental/Leasing Companies,2.92,NASDAQ,0,,,,,,,,,,,,,
AHPA,Finance,Business Services,383.16,NASDAQ,0,,,,,,,,,,,,,
AHPAU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
AHPAW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
AWRE,Technology,Computer Software: Prepackaged Software,108.79,NASDAQ,0,,,,,,,,,,,,,
AXAR,Finance,Business Services,84.21,NASDAQ,0,,,,,,,,,,,,,
AXARU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
AXARW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
ACLS,Technology,Industrial Machinery/Components,456.05,NASDAQ,0,,,,,,,,,,,,,
AXGN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,328.49,NASDAQ,0,,,,,,,,,,,,,
AXSM,Health Care,Major Pharmaceuticals,95.02,NASDAQ,0,,,,,,,,,,,,,
AXTI,Technology,Semiconductors,244.43,NASDAQ,0,,,,,,,,,,,,,
AZRX,n/a,n/a,37.18,NASDAQ,0,,,,,,,,,,,,,
BCOM,Consumer Services,Telecommunications Equipment,591.8,NASDAQ,0,,,,,,,,,,,,,
RILY,n/a,n/a,289.45,NASDAQ,0,,,,,,,,,,,,,
RILYL,Miscellaneous,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BOSC,Technology,Computer Communications Equipment,6.85,NASDAQ,0,,,,,,,,,,,,,
BEAV,Capital Goods,Military/Government/Technical,6.52,NASDAQ,0,,,,,,,,,,,,,
BIDU,Technology,"Computer Software: Programming, Data Processing",59.68,NASDAQ,0,,,,,,,,,,,,,
BCPC,Basic Industries,Major Chemicals,2.72,NASDAQ,0,,,,,,,,,,,,,
BWINA,Finance,Property-Casualty Insurers,347.4,NASDAQ,0,,,,,,,,,,,,,
BWINB,Finance,Property-Casualty Insurers,362.5,NASDAQ,0,,,,,,,,,,,,,
BLDP,Energy,Industrial Machinery/Components,377.46,NASDAQ,0,,,,,,,,,,,,,
BANF,Finance,Major Banks,1.47,NASDAQ,0,,,,,,,,,,,,,
BANFP,Finance,Major Banks,27.6,NASDAQ,0,,,,,,,,,,,,,
BCTF,Finance,Savings Institutions,42.98,NASDAQ,0,,,,,,,,,,,,,
BKMU,Finance,Savings Institutions,442.82,NASDAQ,0,,,,,,,,,,,,,
BOCH,Finance,Major Banks,134.39,NASDAQ,0,,,,,,,,,,,,,
BMRC,Finance,Major Banks,422.48,NASDAQ,0,,,,,,,,,,,,,
BMLP,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BKSC,Finance,Major Banks,102.95,NASDAQ,0,,,,,,,,,,,,,
BOTJ,Finance,Major Banks,62.7,NASDAQ,0,,,,,,,,,,,,,
OZRK,Finance,Major Banks,6.6,NASDAQ,0,,,,,,,,,,,,,
BFIN,Finance,Savings Institutions,281.82,NASDAQ,0,,,,,,,,,,,,,
BWFG,Finance,Major Banks,236.78,NASDAQ,0,,,,,,,,,,,,,
BANR,Finance,Major Banks,1.91,NASDAQ,0,,,,,,,,,,,,,
BZUN,Consumer Services,Catalog/Specialty Distribution,782.39,NASDAQ,0,,,,,,,,,,,,,
TAPR,Finance,Commercial Banks,19.07,NASDAQ,0,,,,,,,,,,,,,
BHAC,Finance,Business Services,58.03,NASDAQ,0,,,,,,,,,,,,,
BHACR,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BHACU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BHACW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BBSI,Technology,Professional Services,388.87,NASDAQ,0,,,,,,,,,,,,,
BSET,Consumer Durables,Home Furnishings,288.5,NASDAQ,0,,,,,,,,,,,,,
BYBK,Finance,Major Banks,82.6,NASDAQ,0,,,,,,,,,,,,,
BV,Technology,Computer Software: Prepackaged Software,372.24,NASDAQ,0,,,,,,,,,,,,,
BCBP,Finance,Savings Institutions,181.97,NASDAQ,0,,,,,,,,,,,,,
BECN,Consumer Services,RETAIL: Building Materials,2.95,NASDAQ,0,,,,,,,,,,,,,
BSF,Finance,Major Banks,357.38,NASDAQ,0,,,,,,,,,,,,,
BBGI,Consumer Services,Broadcasting,303.58,NASDAQ,0,,,,,,,,,,,,,
BEBE,Consumer Non-Durables,Apparel,50.66,NASDAQ,0,,,,,,,,,,,,,
BBBY,Consumer Services,Home Furnishings,5.94,NASDAQ,0,,,,,,,,,,,,,
BGNE,Health Care,Major Pharmaceuticals,1.54,NASDAQ,0,,,,,,,,,,,,,
BELFA,Capital Goods,Electrical Products,262.54,NASDAQ,0,,,,,,,,,,,,,
BELFB,Capital Goods,Electrical Products,301.92,NASDAQ,0,,,,,,,,,,,,,
BLPH,Health Care,Major Pharmaceuticals,49.46,NASDAQ,0,,,,,,,,,,,,,
BLCM,Health Care,Major Pharmaceuticals,378.67,NASDAQ,0,,,,,,,,,,,,,
BNCL,Finance,Savings Institutions,1.24,NASDAQ,0,,,,,,,,,,,,,
BNFT,Technology,Computer Software: Prepackaged Software,797.04,NASDAQ,0,,,,,,,,,,,,,
BNTC,Health Care,Major Pharmaceuticals,21.01,NASDAQ,0,,,,,,,,,,,,,
BNTCW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
BYSI,Health Care,Major Pharmaceuticals,407.67,NASDAQ,0,,,,,,,,,,,,,
BGCP,Finance,Investment Bankers/Brokers/Service,3.22,NASDAQ,0,,,,,,,,,,,,,
BGFV,Consumer Services,Other Specialty Stores,333.69,NASDAQ,0,,,,,,,,,,,,,
BASI,Health Care,Biotechnology: Commercial Physical & Biological Resarch,12.16,NASDAQ,0,,,,,,,,,,,,,
ORPN,Health Care,Major Pharmaceuticals,15.08,NASDAQ,0,,,,,,,,,,,,,
BIOC,Health Care,Medical Specialities,38.32,NASDAQ,0,,,,,,,,,,,,,
BCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),646.93,NASDAQ,0,,,,,,,,,,,,,
BDSI,Health Care,Major Pharmaceuticals,108.24,NASDAQ,0,,,,,,,,,,,,,
BIIB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),63.2,NASDAQ,0,,,,,,,,,,,,,
BIOL,Health Care,Medical/Dental Instruments,77.7,NASDAQ,0,,,,,,,,,,,,,
BLFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,26.4,NASDAQ,0,,,,,,,,,,,,,
BOLT,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BLRX,Health Care,Major Pharmaceuticals,63.2,NASDAQ,0,,,,,,,,,,,,,
BMRN,Health Care,Major Pharmaceuticals,15.99,NASDAQ,0,,,,,,,,,,,,,
BMRA,Health Care,Medical/Dental Instruments,17.17,NASDAQ,0,,,,,,,,,,,,,
BVXV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18,NASDAQ,0,,,,,,,,,,,,,
BVXVW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,NASDAQ,0,,,,,,,,,,,,,
BPTH,Health Care,Major Pharmaceuticals,79.35,NASDAQ,0,,,,,,,,,,,,,
BIOP,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,16.03,NASDAQ,0,,,,,,,,,,,,,
BIOS,Health Care,Medical/Nursing Services,251.64,NASDAQ,0,,,,,,,,,,,,,
BBC,n/a,n/a,23.95,NASDAQ,0,,,,,,,,,,,,,
BBP,n/a,n/a,38.47,NASDAQ,0,,,,,,,,,,,,,
BSTC,Health Care,Major Pharmaceuticals,402.39,NASDAQ,0,,,,,,,,,,,,,
BSTG,Health Care,Medical/Dental Instruments,6.67,NASDAQ,0,,,,,,,,,,,,,
BSPM,Health Care,Major Pharmaceuticals,5.67,NASDAQ,0,,,,,,,,,,,,,
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.01,NASDAQ,0,,,,,,,,,,,,,
BEAT,Health Care,Medical Specialities,768.85,NASDAQ,0,,,,,,,,,,,,,
BIVV,Health Care,Major Pharmaceuticals,5.55,NASDAQ,0,,,,,,,,,,,,,
BJRI,Consumer Services,Restaurants,850.3,NASDAQ,0,,,,,,,,,,,,,
BBOX,Technology,Computer Communications Equipment,130.28,NASDAQ,0,,,,,,,,,,,,,
BDE,Consumer Non-Durables,Recreational Products/Toys,162.09,NASDAQ,0,,,,,,,,,,,,,
BLKB,Technology,Computer Software: Prepackaged Software,3.62,NASDAQ,0,,,,,,,,,,,,,
BBRY,Public Utilities,Telecommunications Equipment,3.79,NASDAQ,0,,,,,,,,,,,,,
HAWK,Finance,Finance: Consumer Services,1.98,NASDAQ,0,,,,,,,,,,,,,
BL,n/a,n/a,1.44,NASDAQ,0,,,,,,,,,,,,,
BKCC,n/a,n/a,552.25,NASDAQ,0,,,,,,,,,,,,,
ADRA,n/a,n/a,20.87,NASDAQ,0,,,,,,,,,,,,,
ADRD,n/a,n/a,59.91,NASDAQ,0,,,,,,,,,,,,,
ADRE,n/a,n/a,132.57,NASDAQ,0,,,,,,,,,,,,,
ADRU,n/a,n/a,13.26,NASDAQ,0,,,,,,,,,,,,,
BLMN,Consumer Services,Restaurants,1.87,NASDAQ,0,,,,,,,,,,,,,
BCOR,Technology,EDP Services,675.48,NASDAQ,0,,,,,,,,,,,,,
BLBD,Capital Goods,Construction/Ag Equipment/Trucks,377.69,NASDAQ,0,,,,,,,,,,,,,
BUFF,Consumer Non-Durables,Packaged Foods,4.8,NASDAQ,0,,,,,,,,,,,,,
BHBK,Finance,Major Banks,482.05,NASDAQ,0,,,,,,,,,,,,,
BLUE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4000,NASDAQ,0,,,,,,,,,,,,,
BKEP,Energy,Natural Gas Distribution,256.45,NASDAQ,0,,,,,,,,,,,,,
BKEPP,Energy,Natural Gas Distribution,237.62,NASDAQ,0,,,,,,,,,,,,,
BPMC,Health Care,Major Pharmaceuticals,1.39,NASDAQ,0,,,,,,,,,,,,,
ITEQ,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BMCH,Consumer Services,RETAIL: Building Materials,1.44,NASDAQ,0,,,,,,,,,,,,,
BNCN,Finance,Major Banks,1.84,NASDAQ,0,,,,,,,,,,,,,
BOBE,Consumer Services,Restaurants,1.2,NASDAQ,0,,,,,,,,,,,,,
BOFI,Finance,Savings Institutions,1.83,NASDAQ,0,,,,,,,,,,,,,
BOFIL,Finance,Savings Institutions,n/a,NASDAQ,0,,,,,,,,,,,,,
WIFI,Consumer Services,Telecommunications Equipment,484.34,NASDAQ,0,,,,,,,,,,,,,
BOJA,Consumer Services,Restaurants,685.55,NASDAQ,0,,,,,,,,,,,,,
BOKF,Finance,Major Banks,5.19,NASDAQ,0,,,,,,,,,,,,,
BOKFL,Finance,Major Banks,n/a,NASDAQ,0,,,,,,,,,,,,,
BNSO,Capital Goods,Industrial Machinery/Components,12.37,NASDAQ,0,,,,,,,,,,,,,
BPFH,Finance,Major Banks,1.4,NASDAQ,0,,,,,,,,,,,,,
BPFHP,Finance,Major Banks,n/a,NASDAQ,0,,,,,,,,,,,,,
BPFHW,Finance,Major Banks,n/a,NASDAQ,0,,,,,,,,,,,,,
EPAY,Technology,Computer Software: Prepackaged Software,996.54,NASDAQ,0,,,,,,,,,,,,,
BLVD,Finance,Business Services,462.04,NASDAQ,0,,,,,,,,,,,,,
BLVDU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BLVDW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
BOXL,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BBRX,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BCLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),79.42,NASDAQ,0,,,,,,,,,,,,,
BBRG,Consumer Services,Restaurants,73.44,NASDAQ,0,,,,,,,,,,,,,
BDGE,Finance,Major Banks,691.87,NASDAQ,0,,,,,,,,,,,,,
BLIN          ,Technology,Computer Software: Prepackaged Software,18.84,NASDAQ,0,,,,,,,,,,,,,
BRID,Consumer Non-Durables,Specialty Foods,105.53,NASDAQ,0,,,,,,,,,,,,,
BCOV,Technology,EDP Services,281,NASDAQ,0,,,,,,,,,,,,,
AVGO,Technology,Semiconductors,90.61,NASDAQ,0,,,,,,,,,,,,,
BSFT,Technology,Computer Software: Prepackaged Software,1.28,NASDAQ,0,,,,,,,,,,,,,
BVSN,Technology,Computer Software: Prepackaged Software,28.21,NASDAQ,0,,,,,,,,,,,,,
BYFC,Finance,Savings Institutions,43.95,NASDAQ,0,,,,,,,,,,,,,
BWEN,Capital Goods,Metal Fabrications,93.03,NASDAQ,0,,,,,,,,,,,,,
BRCD,Technology,Computer Communications Equipment,5.06,NASDAQ,0,,,,,,,,,,,,,
BRKL,Finance,Savings Institutions,1.08,NASDAQ,0,,,,,,,,,,,,,
BRKS,Technology,Industrial Machinery/Components,1.46,NASDAQ,0,,,,,,,,,,,,,
BRKR,Capital Goods,Biotechnology: Laboratory Analytical Instruments,3.87,NASDAQ,0,,,,,,,,,,,,,
BMTC,Finance,Major Banks,677.63,NASDAQ,0,,,,,,,,,,,,,
BLMT,Finance,Major Banks,246.88,NASDAQ,0,,,,,,,,,,,,,
BSQR,Miscellaneous,Business Services,65.21,NASDAQ,0,,,,,,,,,,,,,
BWLD,Consumer Services,Restaurants,2.61,NASDAQ,0,,,,,,,,,,,,,
BLDR,Consumer Services,RETAIL: Building Materials,1.73,NASDAQ,0,,,,,,,,,,,,,
BMLA,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
BUR,Consumer Non-Durables,Packaged Foods,57.88,NASDAQ,0,,,,,,,,,,,,,
CFFI,Finance,Major Banks,155.97,NASDAQ,0,,,,,,,,,,,,,
CHRW,Transportation,Oil Refining/Marketing,11.1,NASDAQ,0,,,,,,,,,,,,,
CA,Technology,Computer Software: Prepackaged Software,13.66,NASDAQ,0,,,,,,,,,,,,,
CCMP,Technology,Semiconductors,1.77,NASDAQ,0,,,,,,,,,,,,,
CAFN,Technology,Telecommunications Equipment,14.54,NASDAQ,0,,,,,,,,,,,,,
CDNS,Technology,Computer Software: Prepackaged Software,8.8,NASDAQ,0,,,,,,,,,,,,,
CDZI,Public Utilities,Water Supply,299.97,NASDAQ,0,,,,,,,,,,,,,
CACQ,Consumer Services,Hotels/Resorts,2.07,NASDAQ,0,,,,,,,,,,,,,
CZR,Consumer Services,Hotels/Resorts,1.39,NASDAQ,0,,,,,,,,,,,,,
CSTE,Capital Goods,Building Materials,1.17,NASDAQ,0,,,,,,,,,,,,,
PRSS,Consumer Services,Other Specialty Stores,50.81,NASDAQ,0,,,,,,,,,,,,,
CLBS,Health Care,Hospital/Nursing Management,40.85,NASDAQ,0,,,,,,,,,,,,,
CHY,n/a,n/a,808.06,NASDAQ,0,,,,,,,,,,,,,
CHI,n/a,n/a,753.17,NASDAQ,0,,,,,,,,,,,,,
CCD,n/a,n/a,464.77,NASDAQ,0,,,,,,,,,,,,,
CHW,n/a,n/a,453.76,NASDAQ,0,,,,,,,,,,,,,
CGO,n/a,n/a,98.96,NASDAQ,0,,,,,,,,,,,,,
CSQ,n/a,n/a,1.71,NASDAQ,0,,,,,,,,,,,,,
CAMP,Technology,Radio And Television Broadcasting And Communications Equipment,595.28,NASDAQ,0,,,,,,,,,,,,,
CVGW,Consumer Non-Durables,Farming/Seeds/Milling,1.04,NASDAQ,0,,,,,,,,,,,,,
CFNB,Finance,Major Banks,160.36,NASDAQ,0,,,,,,,,,,,,,
CALA,Health Care,Major Pharmaceuticals,329.76,NASDAQ,0,,,,,,,,,,,,,
CALD,Technology,EDP Services,1.3,NASDAQ,0,,,,,,,,,,,,,
CALM,Consumer Non-Durables,Farming/Seeds/Milling,1.87,NASDAQ,0,,,,,,,,,,,,,
CLMT,Energy,Integrated oil Companies,276.09,NASDAQ,0,,,,,,,,,,,,,
ABCD,Consumer Services,Publishing,222.29,NASDAQ,0,,,,,,,,,,,,,
CAC,Finance,Major Banks,660.97,NASDAQ,0,,,,,,,,,,,,,
CAMT,Capital Goods,Electronic Components,139.63,NASDAQ,0,,,,,,,,,,,,,
CSIQ,Technology,Semiconductors,798.96,NASDAQ,0,,,,,,,,,,,,,
CGIX,Health Care,Medical Specialities,40.61,NASDAQ,0,,,,,,,,,,,,,
CPHC,Consumer Services,Services-Misc. Amusement & Recreation,44.52,NASDAQ,0,,,,,,,,,,,,,
CPLA,Consumer Services,Other Consumer Services,925.91,NASDAQ,0,,,,,,,,,,,,,
CBF,Finance,Major Banks,2.26,NASDAQ,0,,,,,,,,,,,,,
CCBG,Finance,Major Banks,337.31,NASDAQ,0,,,,,,,,,,,,,
CPLP,Transportation,Marine Transportation,402.91,NASDAQ,0,,,,,,,,,,,,,
CSWC,n/a,n/a,252.58,NASDAQ,0,,,,,,,,,,,,,
CPTA,n/a,n/a,225.48,NASDAQ,0,,,,,,,,,,,,,
CLAC,Finance,Business Services,406.25,NASDAQ,0,,,,,,,,,,,,,
CLACU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
CLACW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
CFFN,Finance,Savings Institutions,2.04,NASDAQ,0,,,,,,,,,,,,,
CAPN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,13.61,NASDAQ,0,,,,,,,,,,,,,
CAPNW,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,NASDAQ,0,,,,,,,,,,,,,
CAPR,Health Care,Major Pharmaceuticals,65.05,NASDAQ,0,,,,,,,,,,,,,
CSTR,Finance,Major Banks,216.14,NASDAQ,0,,,,,,,,,,,,,
CPST,Energy,Industrial Machinery/Components,25.72,NASDAQ,0,,,,,,,,,,,,,
CARA,Health Care,Major Pharmaceuticals,425.07,NASDAQ,0,,,,,,,,,,,,,
CARB,Technology,EDP Services,538.29,NASDAQ,0,,,,,,,,,,,,,
CCN,Finance,Business Services,392.46,NASDAQ,0,,,,,,,,,,,,,
CFNL,Finance,Major Banks,1.02,NASDAQ,0,,,,,,,,,,,,,
CRME,Health Care,Major Pharmaceuticals,96.29,NASDAQ,0,,,,,,,,,,,,,
CSII,Health Care,Medical/Dental Instruments,896.58,NASDAQ,0,,,,,,,,,,,,,
CATM,Miscellaneous,Business Services,2.13,NASDAQ,0,,,,,,,,,,,,,
CDNA,Health Care,Medical Specialities,45.75,NASDAQ,0,,,,,,,,,,,,,
CECO,Consumer Services,Other Consumer Services,560.62,NASDAQ,0,,,,,,,,,,,,,
CTRE,Consumer Services,Real Estate Investment Trusts,1.03,NASDAQ,0,,,,,,,,,,,,,
CARO,Finance,Major Banks,434.57,NASDAQ,0,,,,,,,,,,,,,
CART,Finance,Major Banks,38.13,NASDAQ,0,,,,,,,,,,,,,
CRZO,Energy,Oil & Gas Production,1.89,NASDAQ,0,,,,,,,,,,,,,
TAST,Consumer Services,Restaurants,514.07,NASDAQ,0,,,,,,,,,,,,,
CRTN,Consumer Services,Professional Services,10.07,NASDAQ,0,,,,,,,,,,,,,
CARV,Finance,Savings Institutions,12.46,NASDAQ,0,,,,,,,,,,,,,
CASM,Health Care,Medical/Dental Instruments,41.01,NASDAQ,0,,,,,,,,,,,,,
CACB,Finance,Major Banks,612.4,NASDAQ,0,,,,,,,,,,,,,
CASC,Health Care,Biotechnology: Commercial Physical & Biological Resarch,90.48,NASDAQ,0,,,,,,,,,,,,,
CWST,Public Utilities,Environmental Services,527.43,NASDAQ,0,,,,,,,,,,,,,
CASY,Consumer Durables,Automotive Aftermarket,4.29,NASDAQ,0,,,,,,,,,,,,,
CASI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),85.48,NASDAQ,0,,,,,,,,,,,,,
CASS,Miscellaneous,Business Services,721.1,NASDAQ,0,,,,,,,,,,,,,
CATB,Health Care,Major Pharmaceuticals,32.64,NASDAQ,0,,,,,,,,,,,,,
CBIO,Health Care,Major Pharmaceuticals,5.86,NASDAQ,0,,,,,,,,,,,,,
CPRX,Health Care,Major Pharmaceuticals,128.49,NASDAQ,0,,,,,,,,,,,,,
CATY,Finance,Major Banks,3.09,NASDAQ,0,,,,,,,,,,,,,
CATYW,Finance,Major Banks,n/a,NASDAQ,0,,,,,,,,,,,,,
CVCO,Basic Industries,Homebuilding,1.04,NASDAQ,0,,,,,,,,,,,,,
CAVM,Technology,Semiconductors,4.91,NASDAQ,0,,,,,,,,,,,,,
CBFV,Finance,Major Banks,108.3,NASDAQ,0,,,,,,,,,,,,,
CBAK,Miscellaneous,Industrial Machinery/Components,26.46,NASDAQ,0,,,,,,,,,,,,,
CBOE,Finance,Investment Bankers/Brokers/Service,8.98,NASDAQ,0,,,,,,,,,,,,,
CDK,Miscellaneous,Business Services,9.65,NASDAQ,0,,,,,,,,,,,,,
CDW,Consumer Services,Catalog/Specialty Distribution,9.57,NASDAQ,0,,,,,,,,,,,,,
CECE,Capital Goods,Pollution Control Equipment,356.65,NASDAQ,0,,,,,,,,,,,,,
CELG,Health Care,Major Pharmaceuticals,98.71,NASDAQ,0,,,,,,,,,,,,,
CELGZ,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
CLDX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,416.97,NASDAQ,0,,,,,,,,,,,,,
APOP,n/a,n/a,34.21,NASDAQ,0,,,,,,,,,,,,,
APOPW,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
CLRB,Health Care,Major Pharmaceuticals,29.56,NASDAQ,0,,,,,,,,,,,,,
CLRBW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
CLRBZ,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
CLLS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),834.58,NASDAQ,0,,,,,,,,,,,,,
CBMG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),158.9,NASDAQ,0,,,,,,,,,,,,,
CLSN,Health Care,Major Pharmaceuticals,9.59,NASDAQ,0,,,,,,,,,,,,,
CYAD,Health Care,Major Pharmaceuticals,199.04,NASDAQ,0,,,,,,,,,,,,,
CEMP,Health Care,Major Pharmaceuticals,196.47,NASDAQ,0,,,,,,,,,,,,,
CETX,Capital Goods,Industrial Machinery/Components,32.81,NASDAQ,0,,,,,,,,,,,,,
CETXP,Capital Goods,Industrial Machinery/Components,n/a,NASDAQ,0,,,,,,,,,,,,,
CETXW,Capital Goods,Industrial Machinery/Components,n/a,NASDAQ,0,,,,,,,,,,,,,
CDEV,Energy,Oil & Gas Production,4000,NASDAQ,0,,,,,,,,,,,,,
CDEVW,Energy,Oil & Gas Production,n/a,NASDAQ,0,,,,,,,,,,,,,
CSFL,Finance,Major Banks,1.33,NASDAQ,0,,,,,,,,,,,,,
CETV,Consumer Services,Broadcasting,423.18,NASDAQ,0,,,,,,,,,,,,,
CFBK,Finance,Savings Institutions,31.21,NASDAQ,0,,,,,,,,,,,,,
CENT,Consumer Durables,Consumer Specialties,1.89,NASDAQ,0,,,,,,,,,,,,,
CENTA,Consumer Durables,Consumer Specialties,1.76,NASDAQ,0,,,,,,,,,,,,,
CVCY,Finance,Major Banks,237.41,NASDAQ,0,,,,,,,,,,,,,
CFCB,Finance,Major Banks,164.73,NASDAQ,0,,,,,,,,,,,,,
CENX,Basic Industries,Aluminum,1.12,NASDAQ,0,,,,,,,,,,,,,
CNBKA,Finance,Major Banks,350.5,NASDAQ,0,,,,,,,,,,,,,
CNTY,Consumer Services,Hotels/Resorts,188.47,NASDAQ,0,,,,,,,,,,,,,
CRNT,Technology,Radio And Television Broadcasting And Communications Equipment,271.12,NASDAQ,0,,,,,,,,,,,,,
CERC,Health Care,Major Pharmaceuticals,7.96,NASDAQ,0,,,,,,,,,,,,,
CERCW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
CERCZ,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
CERN,Technology,EDP Services,18.37,NASDAQ,0,,,,,,,,,,,,,
CERU,Health Care,Major Pharmaceuticals,81.76,NASDAQ,0,,,,,,,,,,,,,
CERS,Health Care,Medical/Dental Instruments,451.12,NASDAQ,0,,,,,,,,,,,,,
KOOL,Capital Goods,Medical Specialities,30.75,NASDAQ,0,,,,,,,,,,,,,
CEVA,Technology,Semiconductors,745.19,NASDAQ,0,,,,,,,,,,,,,
CFCO,Finance,Business Services,842.52,NASDAQ,0,,,,,,,,,,,,,
CFCOU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
CFCOW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
CSBR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),32.57,NASDAQ,0,,,,,,,,,,,,,
CYOU,Technology,Computer Software: Prepackaged Software,1.53,NASDAQ,0,,,,,,,,,,,,,
HOTR,Consumer Services,Restaurants,8.56,NASDAQ,0,,,,,,,,,,,,,
HOTRW,Consumer Services,Restaurants,n/a,NASDAQ,0,,,,,,,,,,,,,
CTHR,Consumer Durables,Consumer Specialties,21.37,NASDAQ,0,,,,,,,,,,,,,
GTLS,Capital Goods,Metal Fabrications,1.08,NASDAQ,0,,,,,,,,,,,,,
CHTR,Consumer Services,Television Services,87.49,NASDAQ,0,,,,,,,,,,,,,
CHFN,Finance,Savings Institutions,285.73,NASDAQ,0,,,,,,,,,,,,,
CHKP,Technology,Computer Software: Prepackaged Software,17.62,NASDAQ,0,,,,,,,,,,,,,
CHEK,Health Care,Medical Electronics,33.03,NASDAQ,0,,,,,,,,,,,,,
CHEKW,Health Care,Medical Electronics,n/a,NASDAQ,0,,,,,,,,,,,,,
CEMI,Health Care,Major Pharmaceuticals,64.57,NASDAQ,0,,,,,,,,,,,,,
CHFC,Finance,Major Banks,3.82,NASDAQ,0,,,,,,,,,,,,,
CCXI,Health Care,Major Pharmaceuticals,349.46,NASDAQ,0,,,,,,,,,,,,,
CHMG,Finance,Major Banks,177.24,NASDAQ,0,,,,,,,,,,,,,
CHKE,Consumer Non-Durables,Apparel,106.85,NASDAQ,0,,,,,,,,,,,,,
CHMA,Health Care,Major Pharmaceuticals,40.19,NASDAQ,0,,,,,,,,,,,,,
PLCE,Consumer Services,Clothing/Shoe/Accessory Stores,2.13,NASDAQ,0,,,,,,,,,,,,,
CMRX,Health Care,Major Pharmaceuticals,296.09,NASDAQ,0,,,,,,,,,,,,,
CADC,Basic Industries,Engineering & Construction,6.21,NASDAQ,0,,,,,,,,,,,,,
CALI,Consumer Services,Motor Vehicles,6.46,NASDAQ,0,,,,,,,,,,,,,
CAAS,Capital Goods,Auto Parts:O.E.M.,168.35,NASDAQ,0,,,,,,,,,,,,,
CBPO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.74,NASDAQ,0,,,,,,,,,,,,,
CCCL,Capital Goods,Building Materials,6.19,NASDAQ,0,,,,,,,,,,,,,
CCCR,Finance,Major Banks,17.97,NASDAQ,0,,,,,,,,,,,,,
CCRC,Miscellaneous,Business Services,249.1,NASDAQ,0,,,,,,,,,,,,,
