Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
STM,Technology,Semiconductors,13760,NYSE,0,,,,,,,,,,,,,
SGY,Energy,Oil & Gas Production,427.62,NYSE,0,,,,,,,,,,,,,
EDF,n/a,n/a,256.35,NYSE,0,,,,,,,,,,,,,
EDI,n/a,n/a,150.93,NYSE,0,,,,,,,,,,,,,
SGM,Finance,Finance: Consumer Services,203.99,NYSE,0,,,,,,,,,,,,,
STON,Consumer Services,Other Consumer Services,350.99,NYSE,0,,,,,,,,,,,,,
SRI,Capital Goods,Auto Parts:O.E.M.,535.68,NYSE,SRI,,,,,,,,,,,,,
STOR,Consumer Services,Real Estate Investment Trusts,3750,NYSE,0,,,,,,,,,,,,,
GJH,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
GJO,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
GJS,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
SYK,Health Care,Medical/Dental Instruments,49530,NYSE,0,,,,,,,,,,,,,
NPK,Capital Goods,Ordnance And Accessories,660.12,NYSE,0,,,,,,,,,,,,,
SPH,Consumer Services,Other Specialty Stores,1500,NYSE,0,,,,,,,,,,,,,
SCNB,Finance,Major Banks,495.4,NYSE,0,,,,,,,,,,,,,
SMFG,Finance,Commercial Banks,51890,NYSE,0,,,,,,,,,,,,,
INN,Consumer Services,Real Estate Investment Trusts,1460,NYSE,0,,,,,,,,,,,,,
INN^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
INN^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
INN^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SUM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2560,NYSE,0,,,,,,,,,,,,,
SMLP,Public Utilities,Natural Gas Distribution,1660,NYSE,0,,,,,,,,,,,,,
SUI,Consumer Services,Real Estate Investment Trusts,5930,NYSE,0,,,,,,,,,,,,,
SUI^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SLF,Finance,Life Insurance,22500,NYSE,0,,,,,,,,,,,,,
SXCP,Basic Industries,Steel/Iron Ore,762.56,NYSE,0,,,,,,,,,,,,,
SXC,Basic Industries,Steel/Iron Ore,595.41,NYSE,0,,,,,,,,,,,,,
SU,Energy,Integrated oil Companies,51090,NYSE,0,,,,,,,,,,,,,
SXL,Energy,Natural Gas Distribution,8050,NYSE,0,,,,,,,,,,,,,
SUN,Energy,Oil Refining/Marketing,2820,NYSE,0,,,,,,,,,,,,,
SHO,Consumer Services,Hotels/Resorts,3260,NYSE,0,,,,,,,,,,,,,
SHO^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SHO^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STI,Finance,Major Banks,28460,NYSE,0,,,,,,,,,,,,,
STI.WS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STI.WS.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STI^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STI^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SPN,Energy,Oilfield Services/Equipment,2170,NYSE,0,,,,,,,,,,,,,
SUP,Capital Goods,Auto Parts:O.E.M.,652.12,NYSE,0,,,,,,,,,,,,,
SVU,Consumer Non-Durables,Food Distributors,912.72,NYSE,0,,,,,,,,,,,,,
SLD,Consumer Services,Real Estate Investment Trusts,427.31,NYSE,0,,,,,,,,,,,,,
SWFT,Transportation,Trucking Freight/Courier Services,2840,NYSE,0,,,,,,,,,,,,,
SWZ,n/a,n/a,314.6,NYSE,0,,,,,,,,,,,,,
SYF,Finance,Finance: Consumer Services,29030,NYSE,0,,,,,,,,,,,,,
SYT,Basic Industries,Agricultural Chemicals,40620,NYSE,0,,,,,,,,,,,,,
SNX,Technology,Retail: Computer Software & Peripheral Equipment,4780,NYSE,0,,,,,,,,,,,,,
SNV,Finance,Major Banks,5080,NYSE,0,,,,,,,,,,,,,
SNV^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GJP,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GJR,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GJT,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
GJV,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
SYY,Consumer Non-Durables,Food Distributors,28400,NYSE,0,,,,,,,,,,,,,
SYX,Consumer Services,Catalog/Specialty Distribution,297.53,NYSE,0,,,,,,,,,,,,,
DATA,Technology,Computer Software: Prepackaged Software,3860,NYSE,0,,,,,,,,,,,,,
TAHO,Basic Industries,Precious Metals,2400,NYSE,0,,,,,,,,,,,,,
TLRD,Consumer Services,Clothing/Shoe/Accessory Stores,723.37,NYSE,0,,,,,,,,,,,,,
TWN,n/a,n/a,143.68,NYSE,0,,,,,,,,,,,,,
TSM,Technology,Semiconductors,165490,NYSE,0,,,,,,,,,,,,,
TAL,Consumer Services,Other Consumer Services,7690,NYSE,0,,,,,,,,,,,,,
TEGP,Public Utilities,Natural Gas Distribution,4310,NYSE,0,,,,,,,,,,,,,
TEP,Public Utilities,Natural Gas Distribution,3810,NYSE,0,,,,,,,,,,,,,
SKT,Consumer Services,Real Estate Investment Trusts,3130,NYSE,0,,,,,,,,,,,,,
NGLS^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TRGP,Public Utilities,Natural Gas Distribution,11030,NYSE,0,,,,,,,,,,,,,
TGT,Consumer Services,Department/Specialty Retail Stores,30160,NYSE,0,,,,,,,,,,,,,
TARO,Health Care,Major Pharmaceuticals,4700,NYSE,0,,,,,,,,,,,,,
WLH,Capital Goods,Homebuilding,647.34,NYSE,0,,,,,,,,,,,,,
TCO,Consumer Services,Real Estate Investment Trusts,4040,NYSE,0,,,,,,,,,,,,,
TCO^J,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TCO^K,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUB,Capital Goods,Industrial Machinery/Components,1410,NYSE,CUB,,,,,,,,,,,,,
TCP,Public Utilities,Natural Gas Distribution,4290,NYSE,0,,,,,,,,,,,,,
TCB,Finance,Major Banks,2960,NYSE,0,,,,,,,,,,,,,
TCB.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TCB^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TCB^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TSI,n/a,n/a,261.54,NYSE,0,,,,,,,,,,,,,
TEL,Consumer Non-Durables,Electronic Components,27190,NYSE,0,,,,,,,,,,,,,
TISI,Consumer Services,Other Consumer Services,749.2,NYSE,0,,,,,,,,,,,,,
FTI,Energy,Metal Fabrications,7570,NYSE,0,,,,,,,,,,,,,
TECK,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),12080,NYSE,0,,,,,,,,,,,,,
TK,Transportation,Marine Transportation,769.1,NYSE,0,,,,,,,,,,,,,
TGP,Consumer Services,Marine Transportation,1320,NYSE,0,,,,,,,,,,,,,
TGP^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TOO,Consumer Services,Marine Transportation,717.12,NYSE,0,,,,,,,,,,,,,
TOO^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TOO^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TNK,Consumer Services,Marine Transportation,350.11,NYSE,0,,,,,,,,,,,,,
GCI,Consumer Services,Newspapers/Magazines,918.9,NYSE,0,,,,,,,,,,,,,
TGNA,Consumer Services,Broadcasting,5620,NYSE,0,,,,,,,,,,,,,
TRC,Finance,Real Estate,469.84,NYSE,0,,,,,,,,,,,,,
HQH,n/a,n/a,965.55,NYSE,0,,,,,,,,,,,,,
THQ,n/a,n/a,758.05,NYSE,0,,,,,,,,,,,,,
HQL,n/a,n/a,410.26,NYSE,0,,,,,,,,,,,,,
THW,n/a,n/a,447.4,NYSE,0,,,,,,,,,,,,,
TDOC,Health Care,Medical/Nursing Services,1200,NYSE,0,,,,,,,,,,,,,
TEO,Public Utilities,Telecommunications Equipment,4420,NYSE,0,,,,,,,,,,,,,
TI,Consumer Services,Telecommunications Equipment,17940,NYSE,0,,,,,,,,,,,,,
TI.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TOWR,Capital Goods,Auto Parts:O.E.M.,636.48,NYSE,0,,,,,,,,,,,,,
TFX,Health Care,Medical/Dental Instruments,8850,NYSE,0,,,,,,,,,,,,,
VIV,Public Utilities,Telecommunications Equipment,24790,NYSE,0,,,,,,,,,,,,,
TEF,Public Utilities,Telecommunications Equipment,55320,NYSE,0,,,,,,,,,,,,,
TDA,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
TDE,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
TDI,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
TDJ,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
TDS,Public Utilities,Telecommunications Equipment,2880,NYSE,0,,,,,,,,,,,,,
TU,Public Utilities,Telecommunications Equipment,18960,NYSE,0,,,,,,,,,,,,,
TDF,n/a,n/a,626.01,NYSE,0,,,,,,,,,,,,,
EMF,n/a,n/a,251.23,NYSE,0,,,,,,,,,,,,,
TEI,n/a,n/a,547.18,NYSE,0,,,,,,,,,,,,,
GIM,n/a,n/a,890.72,NYSE,0,,,,,,,,,,,,,
TPX,Consumer Durables,Home Furnishings,2470,NYSE,0,,,,,,,,,,,,,
TS,Basic Industries,Steel/Iron Ore,19070,NYSE,0,,,,,,,,,,,,,
THC,Health Care,Hospital/Nursing Management,1820,NYSE,0,,,,,,,,,,,,,
TNC,Technology,Industrial Machinery/Components,1270,NYSE,0,,,,,,,,,,,,,
MHO,Capital Goods,Homebuilding,624.76,NYSE,0,,,,,,,,,,,,,
TVC,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
TVE,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
TDC,Technology,Computer Manufacturing,4070,NYSE,0,,,,,,,,,,,,,
TG,Capital Goods,Metal Fabrications,586.76,NYSE,0,,,,,,,,,,,,,
WMS,Capital Goods,Containers/Packaging,1240,NYSE,WMS,,,,,,,,,,,,,
TX,Basic Industries,Steel/Iron Ore,5250,NYSE,0,,,,,,,,,,,,,
TNH,Basic Industries,Agricultural Chemicals,1720,NYSE,0,,,,,,,,,,,,,
TRNO,Finance,Real Estate,1320,NYSE,0,,,,,,,,,,,,,
TRNO^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TSO,Energy,Integrated oil Companies,10000000,NYSE,0,,,,,,,,,,,,,
TLLP,Energy,Natural Gas Distribution,5610,NYSE,0,,,,,,,,,,,,,
TTI,Energy,Oil & Gas Production,440.56,NYSE,0,,,,,,,,,,,,,
TEVA,Health Care,Major Pharmaceuticals,34850,NYSE,0,,,,,,,,,,,,,
TPL,Energy,Oil & Gas Production,2180,NYSE,0,,,,,,,,,,,,,
TGH,Technology,Diversified Commercial Services,854.52,NYSE,0,,,,,,,,,,,,,
TGI,Capital Goods,Aerospace,1220,NYSE,TGI,,,,,,,,,,,,,
TTF,n/a,n/a,91.73,NYSE,0,,,,,,,,,,,,,
AES,Basic Industries,Electric Utilities: Central,7460,NYSE,0,,,,,,,,,,,,,
AES^C,Basic Industries,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
BX,Finance,Investment Managers,34800,NYSE,0,,,,,,,,,,,,,
SCHW,Finance,Investment Bankers/Brokers/Service,57030,NYSE,0,,,,,,,,,,,,,
SCHW^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCHW^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCHW^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SRV,n/a,n/a,93.2,NYSE,0,,,,,,,,,,,,,
GRX,n/a,n/a,200.07,NYSE,0,,,,,,,,,,,,,
GRX^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GRX^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GDL,n/a,n/a,187.21,NYSE,0,,,,,,,,,,,,,
GDL^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
THG,Finance,Property-Casualty Insurers,3880,NYSE,0,,,,,,,,,,,,,
THGA,Finance,Property-Casualty Insurers,n/a,NYSE,0,,,,,,,,,,,,,
RUBI,Technology,"Computer Software: Programming, Data Processing",297.18,NYSE,0,,,,,,,,,,,,,
TRV,Finance,Property-Casualty Insurers,34400,NYSE,0,,,,,,,,,,,,,
MOD,Capital Goods,Auto Parts:O.E.M.,578.32,NYSE,0,,,,,,,,,,,,,
THR,Energy,Industrial Machinery/Components,660.43,NYSE,0,,,,,,,,,,,,,
TPRE,Finance,Property-Casualty Insurers,1300,NYSE,0,,,,,,,,,,,,,
TSLF,n/a,n/a,133.62,NYSE,0,,,,,,,,,,,,,
TCRX,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TCRZ,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TRI,Consumer Services,Publishing,31770,NYSE,0,,,,,,,,,,,,,
THO,Consumer Non-Durables,Homebuilding,5190,NYSE,0,,,,,,,,,,,,,
TDW,Consumer Services,Marine Transportation,39.69,NYSE,0,,,,,,,,,,,,,
TIER,Consumer Services,Real Estate Investment Trusts,822.01,NYSE,0,,,,,,,,,,,,,
TIF,Consumer Services,Consumer Specialties,11260,NYSE,0,,,,,,,,,,,,,
TLYS,Consumer Services,Clothing/Shoe/Accessory Stores,264.96,NYSE,0,,,,,,,,,,,,,
TSU,Public Utilities,Telecommunications Equipment,7730,NYSE,0,,,,,,,,,,,,,
TIME,Consumer Services,Newspapers/Magazines,1880,NYSE,0,,,,,,,,,,,,,
TWX,Consumer Services,Television Services,76460,NYSE,0,,,,,,,,,,,,,
CCS,Capital Goods,Homebuilding,532.66,NYSE,0,,,,,,,,,,,,,
TMST,Basic Industries,Steel/Iron Ore,873.82,NYSE,0,,,,,,,,,,,,,
TWI,Basic Industries,Steel/Iron Ore,633.87,NYSE,0,,,,,,,,,,,,,
TJX,Consumer Services,Clothing/Shoe/Accessory Stores,51620,NYSE,0,,,,,,,,,,,,,
KEM,Capital Goods,Electrical Products,529.24,NYSE,0,,,,,,,,,,,,,
TR,Consumer Non-Durables,Specialty Foods,1500,NYSE,0,,,,,,,,,,,,,
BLD,Basic Industries,Engineering & Construction,1740,NYSE,0,,,,,,,,,,,,,
TMK,Finance,Life Insurance,9260,NYSE,0,,,,,,,,,,,,,
TMK^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TMK^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PGTI,Capital Goods,Building Products,507.12,NYSE,0,,,,,,,,,,,,,
TD,Finance,Commercial Banks,92180,NYSE,0,,,,,,,,,,,,,
NDP,n/a,n/a,223.98,NYSE,0,,,,,,,,,,,,,
TYG,n/a,n/a,1600,NYSE,0,,,,,,,,,,,,,
NTG,n/a,n/a,929.37,NYSE,0,,,,,,,,,,,,,
TTP,n/a,n/a,206.34,NYSE,0,,,,,,,,,,,,,
TPZ,n/a,n/a,150.36,NYSE,0,,,,,,,,,,,,,
TOT,Energy,Oil & Gas Production,121800,NYSE,0,,,,,,,,,,,,,
TSS,Miscellaneous,Business Services,9900,NYSE,0,,,,,,,,,,,,,
SPLP,Capital Goods,Industrial Specialties,490.37,NYSE,0,,,,,,,,,,,,,
TSQ,Consumer Services,Broadcasting,229.2,NYSE,0,,,,,,,,,,,,,
LDR,Capital Goods,Industrial Machinery/Components,480.63,NYSE,0,,,,,,,,,,,,,
TSLX,n/a,n/a,1200,NYSE,0,,,,,,,,,,,,,
TAC,Public Utilities,Electric Utilities: Central,1550,NYSE,0,,,,,,,,,,,,,
TRP,Public Utilities,Natural Gas Distribution,39800,NYSE,0,,,,,,,,,,,,,
TCI,Consumer Services,Real Estate Investment Trusts,186.56,NYSE,0,,,,,,,,,,,,,
BW,Capital Goods,Building Products,462.15,NYSE,0,,,,,,,,,,,,,
TLP,Energy,Natural Gas Distribution,774.42,NYSE,0,,,,,,,,,,,,,
RIG,Energy,Oil & Gas Production,5060,NYSE,0,,,,,,,,,,,,,
TGS,Public Utilities,Natural Gas Distribution,2160,NYSE,0,,,,,,,,,,,,,
TRU,Finance,Finance: Consumer Services,6860,NYSE,0,,,,,,,,,,,,,
TVPT,Consumer Services,Transportation Services,1520,NYSE,0,,,,,,,,,,,,,
TRR,Consumer Services,Military/Government/Technical,345.96,NYSE,0,,,,,,,,,,,,,
TREC,Energy,Integrated oil Companies,265.29,NYSE,0,,,,,,,,,,,,,
BZH,Capital Goods,Homebuilding,405.55,NYSE,0,,,,,,,,,,,,,
THS,Consumer Non-Durables,Packaged Foods,4870,NYSE,0,,,,,,,,,,,,,
TRMR,Technology,Advertising,110.67,NYSE,0,,,,,,,,,,,,,
TREX,Basic Industries,Forest Products,2110,NYSE,0,,,,,,,,,,,,,
TY,n/a,n/a,1320,NYSE,0,,,,,,,,,,,,,
TY^,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
MPX,Capital Goods,Marine Transportation,387.33,NYSE,0,,,,,,,,,,,,,
TCAP,n/a,n/a,763.23,NYSE,0,,,,,,,,,,,,,
TCCA,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TCCB,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TRCO,Consumer Services,Broadcasting,3330,NYSE,0,,,,,,,,,,,,,
TNET,Miscellaneous,Business Services,2040,NYSE,0,,,,,,,,,,,,,
HZN,Capital Goods,Auto Parts:O.E.M.,359.56,NYSE,0,,,,,,,,,,,,,
TSE,Basic Industries,Major Chemicals,3140,NYSE,0,,,,,,,,,,,,,
TPVG,n/a,n/a,219.1,NYSE,0,,,,,,,,,,,,,
TPVZ,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GTS,Finance,Accident &Health Insurance,436.91,NYSE,0,,,,,,,,,,,,,
TRTN,Technology,Diversified Commercial Services,861.93,NYSE,0,,,,,,,,,,,,,
HOV,Capital Goods,Homebuilding,331.56,NYSE,0,,,,,,,,,,,,,
TROX,Basic Industries,Major Chemicals,1930,NYSE,0,,,,,,,,,,,,,
TBI,Technology,Professional Services,1130,NYSE,0,,,,,,,,,,,,,
TNP,Transportation,Marine Transportation,370.33,NYSE,0,,,,,,,,,,,,,
TNP^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TNP^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TNP^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TUP,Consumer Non-Durables,Plastic Products,3100,NYSE,0,,,,,,,,,,,,,
TKC,Public Utilities,Telecommunications Equipment,7290,NYSE,0,,,,,,,,,,,,,
TKF,n/a,n/a,36.95,NYSE,0,,,,,,,,,,,,,
TPB,Consumer Non-Durables,Tobacco,257.7,NYSE,0,,,,,,,,,,,,,
TRQ,Basic Industries,Precious Metals,6520,NYSE,0,,,,,,,,,,,,,
TPC,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,1550,NYSE,0,,,,,,,,,,,,,
TWLO,Technology,Computer Software: Prepackaged Software,2740,NYSE,0,,,,,,,,,,,,,
TWTR,Technology,"Computer Software: Programming, Data Processing",10930,NYSE,0,,,,,,,,,,,,,
TWO,Consumer Services,Real Estate Investment Trusts,3320,NYSE,0,,,,,,,,,,,,,
TYL,Technology,Computer Software: Prepackaged Software,5790,NYSE,0,,,,,,,,,,,,,
TSN,Consumer Non-Durables,Meat/Poultry/Fish,22520,NYSE,0,,,,,,,,,,,,,
TSNU,Consumer Non-Durables,Meat/Poultry/Fish,n/a,NYSE,0,,,,,,,,,,,,,
USB,Finance,Major Banks,93060,NYSE,0,,,,,,,,,,,,,
USB^A,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
USB^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
USB^M,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
USB^N.CL,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
USB^O,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
USPH,Health Care,Medical/Nursing Services,923.49,NYSE,0,,,,,,,,,,,,,
SLCA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),3830,NYSE,0,,,,,,,,,,,,,
UBS,Finance,Major Banks,59170,NYSE,0,,,,,,,,,,,,,
DCO,Capital Goods,Military/Government/Technical,322.64,NYSE,0,,,,,,,,,,,,,
UGI,Public Utilities,Natural Gas Distribution,8460,NYSE,0,,,,,,,,,,,,,
UGP,Public Utilities,Oil/Gas Transmission,12300,NYSE,0,,,,,,,,,,,,,
UMH,Consumer Services,Real Estate Investment Trusts,428.47,NYSE,0,,,,,,,,,,,,,
UMH^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
UMH^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
UA,Consumer Non-Durables,Apparel,7820,NYSE,0,,,,,,,,,,,,,
UAA,Consumer Non-Durables,Apparel,8530,NYSE,0,,,,,,,,,,,,,
UFI,Consumer Non-Durables,Textiles,497.77,NYSE,0,,,,,,,,,,,,,
UNF,Consumer Services,Other Consumer Services,2710,NYSE,0,,,,,,,,,,,,,
UN,Basic Industries,Package Goods/Cosmetics,149430,NYSE,0,,,,,,,,,,,,,
UL,Basic Industries,Package Goods/Cosmetics,150220,NYSE,0,,,,,,,,,,,,,
UNP,Transportation,Railroads,85920,NYSE,0,,,,,,,,,,,,,
UIS,Technology,EDP Services,746.9,NYSE,0,,,,,,,,,,,,,
UNT,Energy,Oil & Gas Production,1140,NYSE,0,,,,,,,,,,,,,
UAL,Transportation,Air Freight/Delivery Services,21450,NYSE,0,,,,,,,,,,,,,
UDR,Consumer Services,Real Estate Investment Trusts,9640,NYSE,0,,,,,,,,,,,,,
UMC,Technology,Semiconductors,4820,NYSE,0,,,,,,,,,,,,,
UPS,Transportation,Trucking Freight/Courier Services,93740,NYSE,0,,,,,,,,,,,,,
URI,Technology,Diversified Commercial Services,10650,NYSE,0,,,,,,,,,,,,,
USM,Public Utilities,Telecommunications Equipment,3140,NYSE,0,,,,,,,,,,,,,
UZA,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
UZB,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
UZC,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
X,Basic Industries,Steel/Iron Ore,6560,NYSE,0,,,,,,,,,,,,,
SNHY,Capital Goods,Metal Fabrications,987.64,NASDAQ,0,,,,,,,,,,,,,
UNH,Health Care,Medical Specialities,163530,NYSE,0,,,,,,,,,,,,,
UTL,Public Utilities,Power Generation,626.1,NYSE,0,,,,,,,,,,,,,
UNVR,Consumer Durables,Specialty Chemicals,4400,NYSE,0,,,,,,,,,,,,,
UAM,Health Care,Medical Specialities,592.5,NYSE,0,,,,,,,,,,,,,
UVV,Consumer Services,Farming/Seeds/Milling,1730,NYSE,0,,,,,,,,,,,,,
UHT,Consumer Services,Real Estate Investment Trusts,835.53,NYSE,0,,,,,,,,,,,,,
UHS,Health Care,Hospital/Nursing Management,11730,NYSE,0,,,,,,,,,,,,,
UVE,Finance,Property-Casualty Insurers,882.84,NYSE,0,,,,,,,,,,,,,
UTI,Consumer Services,Other Consumer Services,85.89,NYSE,0,,,,,,,,,,,,,
UNM,Finance,Accident &Health Insurance,11040,NYSE,0,,,,,,,,,,,,,
UE,Finance,Real Estate,2640,NYSE,0,,,,,,,,,,,,,
UBA,Consumer Services,Real Estate Investment Trusts,808.66,NYSE,0,,,,,,,,,,,,,
UBP,Consumer Services,Real Estate Investment Trusts,652.68,NYSE,0,,,,,,,,,,,,,
UBP^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
UBP^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
USFD,Consumer Non-Durables,Food Distributors,5950,NYSE,0,,,,,,,,,,,,,
USAC,Public Utilities,Natural Gas Distribution,1020,NYSE,0,,,,,,,,,,,,,
USNA,Consumer Durables,Specialty Chemicals,1420,NYSE,0,,,,,,,,,,,,,
USDP,Transportation,Railroads,304.68,NYSE,0,,,,,,,,,,,,,
TRS,Capital Goods,Industrial Specialties,983.24,NASDAQ,0,,,,,,,,,,,,,
BIF,n/a,n/a,997.84,NYSE,0,,,,,,,,,,,,,
VFC,Consumer Non-Durables,Apparel,22310,NYSE,0,,,,,,,,,,,,,
EGY,Energy,Oil & Gas Production,53.95,NYSE,0,,,,,,,,,,,,,
MTN,Consumer Services,Services-Misc. Amusement & Recreation,7470,NYSE,0,,,,,,,,,,,,,
VALE,Basic Industries,Precious Metals,55040,NYSE,0,,,,,,,,,,,,,
VALE.P,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
VRX,Health Care,Major Pharmaceuticals,3760,NYSE,0,,,,,,,,,,,,,
VLO,Energy,Integrated oil Companies,31000000,NYSE,0,,,,,,,,,,,,,
VLP,Energy,Natural Gas Distribution,3170,NYSE,0,,,,,,,,,,,,,
VHI,Basic Industries,Major Chemicals,1150,NYSE,0,,,,,,,,,,,,,
VR,Finance,Property-Casualty Insurers,4490,NYSE,0,,,,,,,,,,,,,
VR^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
VLY,Finance,Major Banks,3200,NYSE,0,,,,,,,,,,,,,
VLY.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
VLY^A,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
CRR,Capital Goods,Industrial Machinery/Components,320.27,NYSE,0,,,,,,,,,,,,,
VAL,Basic Industries,Paints/Coatings,8850,NYSE,0,,,,,,,,,,,,,
VVV,Basic Industries,Major Chemicals,4670,NYSE,0,,,,,,,,,,,,,
VNTV,Miscellaneous,Business Services,12450,NYSE,0,,,,,,,,,,,,,
VAR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,8430,NYSE,0,,,,,,,,,,,,,
VGR,Consumer Non-Durables,Farming/Seeds/Milling,2690,NYSE,0,,,,,,,,,,,,,
VVC,Public Utilities,Natural Gas Distribution,4780,NYSE,0,,,,,,,,,,,,,
VEC,Consumer Services,Diversified Commercial Services,240.89,NYSE,0,,,,,,,,,,,,,
WIRE,Capital Goods,Metal Fabrications,966.31,NASDAQ,0,,,,,,,,,,,,,
VEEV,Technology,Computer Software: Prepackaged Software,6570,NYSE,0,,,,,,,,,,,,,
VTRB,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
VTR,Consumer Services,Real Estate Investment Trusts,21350,NYSE,0,,,,,,,,,,,,,
VER,Consumer Services,Real Estate Investment Trusts,8310,NYSE,0,,,,,,,,,,,,,
VER^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PAY,Miscellaneous,Office Equipment/Supplies/Services,2130,NYSE,0,,,,,,,,,,,,,
VRTV,Consumer Services,Paper,976.55,NYSE,0,,,,,,,,,,,,,
VZ,Public Utilities,Telecommunications Equipment,204410,NYSE,0,,,,,,,,,,,,,
VZA,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
